FrameSync,DateTime (UTC+00:00),Temperature (Celsius),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC+00:00),Event Flags
HCEP03730292,10/30/2020 14:00,14.5907,7.66,8,1.619,3.776,0.07,0.19,30.807,47889.3,91, 30 Oct 2020, 14:00:00,0
HCEP03730292,10/30/2020 14:15,14.5679,7.654,8,1.601,3.106,0.05,0.19,30.8121,47898.8,90.89, 30 Oct 2020, 14:15:00,0
HCEP03730292,10/30/2020 14:30,14.524,7.661,8,1.451,3.614,0.04,0.08,30.8052,47893.6,90.9, 30 Oct 2020, 14:30:00,0
HCEP03730292,10/30/2020 14:45,14.5815,7.624,7.99,1.517,5.018,0.06,0.27,30.8289,47920.9,90.56, 30 Oct 2020, 14:45:00,0
HCEP03730292,10/30/2020 15:00,14.517,7.627,7.99,1.391,3.877,0.05,0.22,30.7945,47879.3,90.48, 30 Oct 2020, 15:00:00,0
HCEP03730292,10/30/2020 15:15,14.4034,7.685,7.99,1.563,2.99,0.06,0.08,30.723,47791.1,90.91, 30 Oct 2020, 15:15:00,0
HCEP03730292,10/30/2020 15:30,14.3856,7.682,7.99,1.318,3.566,0.05,0.11,30.7273,47799,90.84, 30 Oct 2020, 15:30:00,0
HCEP03730292,10/30/2020 15:45,14.3025,7.722,7.99,1.532,3.238,0.05,0.11,30.6461,47694,91.12, 30 Oct 2020, 15:45:00,0
HCEP03730292,10/30/2020 16:00,14.2693,7.734,7.99,1.526,3.359,0.04,0.14,30.6063,47641.8,91.18, 30 Oct 2020, 16:00:00,0
HCEP03730292,10/30/2020 16:15,14.2462,7.749,7.99,1.602,2.873,0.05,0.08,30.598,47632.5,91.31, 30 Oct 2020, 16:15:00,0
HCEP03730292,10/30/2020 16:30,14.2413,7.763,7.99,1.559,2.771,0.05,0.1,30.5983,47633.4,91.46, 30 Oct 2020, 16:30:00,0
HCEP03730292,10/30/2020 16:45,14.2161,7.77,7.99,1.646,2.459,0.05,0.08,30.6031,47642.9,91.5, 30 Oct 2020, 16:45:00,0
HCEP03730292,10/30/2020 17:00,14.1856,7.784,7.99,1.619,2.346,0.04,0.07,30.5972,47637.8,91.61, 30 Oct 2020, 17:00:00,0
HCEP03730292,10/30/2020 17:15,14.1631,7.795,7.99,1.635,2.189,0.05,0.06,30.5995,47643.4,91.69, 30 Oct 2020, 17:15:00,0
HCEP03730292,10/30/2020 17:30,14.1347,7.802,7.99,1.599,2.07,0.06,0.03,30.6041,47652.9,91.73, 30 Oct 2020, 17:30:00,0
HCEP03730292,10/30/2020 17:45,14.1309,7.8,7.99,1.588,2.021,0.04,0.07,30.6094,47660.7,91.7, 30 Oct 2020, 17:45:00,0
HCEP03730292,10/30/2020 18:00,14.1025,7.808,7.99,1.55,1.967,0.05,0.05,30.6062,47659.3,91.75, 30 Oct 2020, 18:00:00,0
HCEP03730292,10/30/2020 18:15,14.1034,7.814,7.99,1.637,2.009,0.06,0.08,30.6064,47659.5,91.8, 30 Oct 2020, 18:15:00,0
HCEP03730292,10/30/2020 18:30,14.0998,7.815,8,1.574,2.098,0.04,0.1,30.6046,47657.3,91.81, 30 Oct 2020, 18:30:00,0
HCEP03730292,10/30/2020 18:45,14.0589,7.827,8,1.695,1.976,0.05,0.05,30.6072,47665.4,91.88, 30 Oct 2020, 18:45:00,0
HCEP03730292,10/30/2020 19:00,14.0586,7.834,8,1.624,2.062,0.06,0.06,30.6141,47675,91.97, 30 Oct 2020, 19:00:01,0
HCEP03730292,10/30/2020 19:15,14.0449,7.829,8,1.68,1.999,0.04,0.03,30.6054,47664.4,91.87, 30 Oct 2020, 19:15:00,0
HCEP03730292,10/30/2020 19:30,14.0574,7.827,8,1.598,2.045,0.04,0.05,30.6068,47665,91.88, 30 Oct 2020, 19:30:00,0
HCEP03730292,10/30/2020 19:45,14.0429,7.827,8,1.634,1.972,0.04,0.05,30.6012,47658.7,91.84, 30 Oct 2020, 19:45:00,0
HCEP03730292,10/30/2020 20:00,14.0309,7.828,8,1.569,1.991,0.04,0.05,30.6127,47676.2,91.84, 30 Oct 2020, 20:00:00,0
HCEP03730292,10/30/2020 20:15,14.0145,7.834,8,1.612,1.946,0.03,0.04,30.6015,47662.2,91.87, 30 Oct 2020, 20:15:00,0
HCEP03730292,10/30/2020 20:30,13.9973,7.842,8,1.543,1.964,0.05,0.04,30.6042,47667.8,91.94, 30 Oct 2020, 20:30:00,0
HCEP03730292,10/30/2020 20:45,13.979,7.84,8,1.596,1.89,0.04,0.04,30.6111,47679.5,91.88, 30 Oct 2020, 20:45:00,0
HCEP03730292,10/30/2020 21:00,13.959,7.841,8,1.562,1.91,0.06,0.03,30.6243,47700.2,91.88, 30 Oct 2020, 21:00:00,0
HCEP03730292,10/30/2020 21:15,13.9745,7.828,8,1.548,1.856,0.04,0.04,30.6277,47703.3,91.74, 30 Oct 2020, 21:15:00,0
HCEP03730292,10/30/2020 21:30,13.9933,7.812,8,1.45,1.883,0.04,0.04,30.6672,47756.5,91.62, 30 Oct 2020, 21:30:00,0
HCEP03730292,10/30/2020 21:45,14.0112,7.807,8,1.55,1.888,0.09,0.06,30.6763,47767.3,91.58, 30 Oct 2020, 21:45:00,0
HCEP03730292,10/30/2020 22:00,14.005,7.802,8,1.476,1.873,0.06,0.05,30.7066,47810.4,91.55, 30 Oct 2020, 22:00:00,0
HCEP03730292,10/30/2020 22:15,14.0294,7.796,8,1.503,1.855,0.06,0.04,30.7467,47863.9,91.54, 30 Oct 2020, 22:15:00,0
HCEP03730292,10/30/2020 22:30,14.0735,7.781,8,1.43,2.03,0.05,0.04,30.7618,47880.3,91.45, 30 Oct 2020, 22:30:00,0
HCEP03730292,10/30/2020 22:45,14.0984,7.765,8,1.457,2.021,0.05,0.05,30.7812,47904.8,91.31, 30 Oct 2020, 22:45:00,0
HCEP03730292,10/30/2020 23:00,14.0767,7.76,8,1.393,2.119,0.09,0.04,30.7912,47921.1,91.22, 30 Oct 2020, 23:00:00,0
HCEP03730292,10/30/2020 23:15,14.0815,7.75,8,1.419,2.097,0.04,0.04,30.8053,47940.3,91.13, 30 Oct 2020, 23:15:00,0
HCEP03730292,10/30/2020 23:30,14.1003,7.737,8,1.368,2.22,0.05,0.04,30.8267,47968.2,91.02, 30 Oct 2020, 23:30:00,0
HCEP03730292,10/30/2020 23:45,14.1308,7.715,8,1.374,2.172,0.04,0.03,30.83,47969.5,90.82, 30 Oct 2020, 23:45:00,0
HCEP03730292,10/31/2020 0:00,14.1123,7.721,8,1.353,2.207,0.06,0.04,30.8273,47967.8,90.86, 31 Oct 2020, 00:00:00,0
HCEP03730292,10/31/2020 0:15,14.0862,7.726,8,1.366,2.078,0.06,0.03,30.8203,47960.8,90.87, 31 Oct 2020, 00:15:00,0
HCEP03730292,10/31/2020 0:30,14.0506,7.741,8,1.311,2.032,0.05,0.02,30.801,47937.7,90.96, 31 Oct 2020, 00:30:00,0
HCEP03730292,10/31/2020 0:45,14.0081,7.759,8,1.423,1.885,0.04,0.03,30.7765,47908,91.08, 31 Oct 2020, 00:45:00,0
HCEP03730292,10/31/2020 1:00,13.9604,7.779,8,1.399,1.825,0.05,0.03,30.7565,47885.2,91.21, 31 Oct 2020, 01:00:00,0
HCEP03730292,10/31/2020 1:15,13.8761,7.797,8,1.478,1.643,0.05,0.04,30.7071,47825.3,91.25, 31 Oct 2020, 01:15:00,0
HCEP03730292,10/31/2020 1:30,13.806,7.823,8,1.457,1.682,0.06,0.05,30.6635,47771.9,91.4, 31 Oct 2020, 01:30:00,0
HCEP03730292,10/31/2020 1:45,13.7809,7.831,8,1.502,1.578,0.06,0.03,30.6563,47764.7,91.43, 31 Oct 2020, 01:45:00,0
HCEP03730292,10/31/2020 2:00,13.7169,7.847,8,1.44,1.589,0.07,0.02,30.655,47770,91.51, 31 Oct 2020, 02:00:00,0
HCEP03730292,10/31/2020 2:15,13.7137,7.845,8,1.466,1.523,0.07,0.03,30.6472,47759.5,91.47, 31 Oct 2020, 02:15:00,0
HCEP03730292,10/31/2020 2:30,13.6598,7.854,8,1.367,1.577,0.06,0.03,30.6455,47763.2,91.47, 31 Oct 2020, 02:30:00,0
HCEP03730292,10/31/2020 2:45,13.6129,7.874,8,1.419,1.515,0.05,0.03,30.6461,47769.4,91.61, 31 Oct 2020, 02:45:00,0
HCEP03730292,10/31/2020 3:00,13.5886,7.878,8,1.381,1.673,0.05,0.03,30.6479,47774.6,91.62, 31 Oct 2020, 03:00:00,0
HCEP03730292,10/31/2020 3:15,13.5029,7.895,8,1.399,1.983,0.09,0.03,30.6068,47726.9,91.64, 31 Oct 2020, 03:15:00,0
HCEP03730292,10/31/2020 3:30,13.4778,7.882,8,1.269,1.838,0.04,0.04,30.5305,47622.7,91.39, 31 Oct 2020, 03:30:00,0
HCEP03730292,10/31/2020 3:45,13.4716,7.873,7.99,1.305,1.617,0.04,0.02,30.5169,47604.3,91.27, 31 Oct 2020, 03:45:00,0
HCEP03730292,10/31/2020 4:00,13.4658,7.87,7.99,1.244,1.588,0.06,0.02,30.4993,47580.2,91.22, 31 Oct 2020, 04:00:00,0
HCEP03730292,10/31/2020 4:15,13.4417,7.872,7.99,1.286,1.375,0.04,0.03,30.4835,47560.8,91.18, 31 Oct 2020, 04:15:00,0
HCEP03730292,10/31/2020 4:30,13.4358,7.861,7.99,1.222,1.402,0.03,0.11,30.4792,47555.5,91.03, 31 Oct 2020, 04:30:00,0
HCEP03730292,10/31/2020 4:45,13.1934,7.886,7.98,1.228,1.247,0.05,0.02,30.3458,47396.5,90.8, 31 Oct 2020, 04:45:00,0
HCEP03730292,10/31/2020 5:00,13.2688,7.869,7.98,1.194,1.314,0.06,0.04,30.3653,47414.9,90.75, 31 Oct 2020, 05:00:00,0
HCEP03730292,10/31/2020 5:15,13.2394,7.864,7.98,1.174,1.18,0.04,0.03,30.3567,47406.4,90.61, 31 Oct 2020, 05:15:00,0
HCEP03730292,10/31/2020 5:30,13.1942,7.865,7.98,1.103,1.213,0.03,0.02,30.3671,47426.4,90.57, 31 Oct 2020, 05:30:00,0
HCEP03730292,10/31/2020 5:45,13.2961,7.839,7.98,1.178,1.205,0.04,0.02,30.4549,47537.7,90.5, 31 Oct 2020, 05:45:00,0
HCEP03730292,10/31/2020 6:00,13.3049,7.83,7.99,1.073,1.233,0.03,0.02,30.4727,47561.6,90.43, 31 Oct 2020, 06:00:00,0
HCEP03730292,10/31/2020 6:15,13.3195,7.829,7.99,1.154,1.198,0.05,0.04,30.5112,47614,90.46, 31 Oct 2020, 06:15:00,0
HCEP03730292,10/31/2020 6:30,13.3165,7.826,7.99,1.06,1.224,0.04,0.02,30.5303,47641.3,90.43, 31 Oct 2020, 06:30:00,0
HCEP03730292,10/31/2020 6:45,13.2986,7.824,7.99,1.098,1.191,0.03,0.02,30.5441,47662.8,90.39, 31 Oct 2020, 06:45:00,0
HCEP03730292,10/31/2020 7:00,13.3334,7.82,7.99,1.069,1.226,0.04,0.01,30.5663,47689.8,90.42, 31 Oct 2020, 07:00:00,0
HCEP03730292,10/31/2020 7:15,13.3446,7.826,7.99,1.125,1.2,0.04,0.02,30.5899,47721.6,90.52, 31 Oct 2020, 07:15:00,0
HCEP03730292,10/31/2020 7:30,13.3577,7.829,7.99,1.097,1.243,0.04,0.01,30.6119,47750.9,90.59, 31 Oct 2020, 07:30:00,0
HCEP03730292,10/31/2020 7:45,13.3336,7.841,8,1.154,1.188,0.05,0.02,30.6092,47750,90.68, 31 Oct 2020, 07:45:00,0
HCEP03730292,10/31/2020 8:00,13.3968,7.826,8,1.101,1.258,0.04,0.01,30.6417,47788.1,90.65, 31 Oct 2020, 08:00:00,0
HCEP03730292,10/31/2020 8:15,13.3534,7.843,8,1.154,1.217,0.04,0.02,30.6211,47764.4,90.75, 31 Oct 2020, 08:15:00,0
HCEP03730292,10/31/2020 8:30,13.3167,7.851,8,1.132,1.269,0.04,0.02,30.6196,47766.6,90.77, 31 Oct 2020, 08:30:00,0
HCEP03730292,10/31/2020 8:45,13.3039,7.854,8,1.168,1.22,0.06,0.02,30.6159,47762.9,90.79, 31 Oct 2020, 08:45:00,0
HCEP03730292,10/31/2020 9:00,13.2559,7.868,8,1.121,1.284,0.03,0.02,30.623,47778.6,90.86, 31 Oct 2020, 09:00:00,0
HCEP03730292,10/31/2020 9:15,13.2139,7.886,8,1.161,1.278,0.03,0.03,30.6155,47773.1,90.99, 31 Oct 2020, 09:15:00,0
HCEP03730292,10/31/2020 9:30,13.1774,7.892,8,1.122,1.488,0.04,0.64,30.6128,47773.6,91, 31 Oct 2020, 09:30:00,0
HCEP03730292,10/31/2020 9:45,13.2126,7.889,8,1.165,1.308,0.04,0.02,30.6403,47808,91.03, 31 Oct 2020, 09:45:00,0
HCEP03730292,10/31/2020 10:00,13.4347,7.835,8,1.146,1.387,0.05,0.03,30.7552,47943,90.87, 31 Oct 2020, 10:00:00,0
HCEP03730292,10/31/2020 10:15,13.4124,7.831,8.01,1.173,1.378,0.04,0.02,30.7594,47951.4,90.79, 31 Oct 2020, 10:15:00,0
HCEP03730292,10/31/2020 10:30,13.4135,7.837,8.01,1.148,1.621,0.04,0.03,30.7691,47965,90.87, 31 Oct 2020, 10:30:00,0
HCEP03730292,10/31/2020 10:45,13.5399,7.789,8,1.191,1.79,0.06,0.03,30.8053,48000.9,90.57, 31 Oct 2020, 10:45:00,0
HCEP03730292,10/31/2020 11:00,13.6821,7.744,8,1.247,1.838,0.05,0.04,30.8488,48045.6,90.32, 31 Oct 2020, 11:00:00,0
HCEP03730292,10/31/2020 11:15,13.7226,7.725,8,1.319,1.92,0.05,0.04,30.8718,48073.3,90.21, 31 Oct 2020, 11:15:00,0
HCEP03730292,10/31/2020 11:30,13.6989,7.714,8,1.211,1.843,0.06,0.04,30.8702,48073.6,90.04, 31 Oct 2020, 11:30:00,0
HCEP03730292,10/31/2020 11:45,13.7074,7.732,8,1.251,1.781,0.05,0.04,30.8766,48081.7,90.26, 31 Oct 2020, 11:45:00,0
HCEP03730292,10/31/2020 12:00,13.6988,7.725,8,1.196,1.79,0.03,0.03,30.8726,48077,90.16, 31 Oct 2020, 12:00:00,0
HCEP03730292,10/31/2020 12:15,13.7018,7.719,8,1.187,1.855,0.03,0.03,30.8775,48083.5,90.1, 31 Oct 2020, 12:15:00,0
HCEP03730292,10/31/2020 12:30,13.6889,7.711,8,1.093,1.886,0.03,0.05,30.8625,48064,89.98, 31 Oct 2020, 12:30:00,0
HCEP03730292,10/31/2020 12:45,13.635,7.738,8,1.092,1.629,0.04,0.04,30.8547,48059.3,90.18, 31 Oct 2020, 12:45:00,0
HCEP03730292,10/31/2020 13:00,13.6058,7.74,8,0.981,1.737,0.05,0.04,30.8472,48052.1,90.15, 31 Oct 2020, 13:00:00,0
HCEP03730292,10/31/2020 13:15,13.5115,7.767,8,0.953,1.577,0.03,0.03,30.8211,48026.5,90.28, 31 Oct 2020, 13:15:00,0
HCEP03730292,10/31/2020 13:30,13.4371,7.792,8,0.834,1.619,0.05,0.1,30.8164,48028.5,90.43, 31 Oct 2020, 13:30:00,0
HCEP03730292,10/31/2020 13:45,13.3031,7.828,8.01,0.813,1.317,0.03,0.03,30.7781,47990.7,90.59, 31 Oct 2020, 13:45:00,0
HCEP03730292,10/31/2020 14:00,13.2903,7.84,8.01,0.791,1.352,0.02,0.07,30.7651,47973.9,90.68, 31 Oct 2020, 14:00:00,0
HCEP03730292,10/31/2020 14:15,13.438,7.803,8,0.688,1.394,0.03,0.04,30.805,48012.4,90.53, 31 Oct 2020, 14:15:00,0
HCEP03730292,10/31/2020 14:30,13.3045,7.859,8.01,0.739,1.323,0.02,0.03,30.7449,47943.8,90.91, 31 Oct 2020, 14:30:00,0
HCEP03730292,10/31/2020 14:45,13.286,7.902,8.01,0.783,1.263,0.03,0.06,30.7261,47919.8,91.37, 31 Oct 2020, 14:45:00,0
HCEP03730292,10/31/2020 15:00,13.2927,7.93,8.01,0.741,1.226,0.03,0.02,30.7355,47932.1,91.71, 31 Oct 2020, 15:00:00,0
HCEP03730292,10/31/2020 15:15,13.3077,7.941,8.01,0.765,1.133,0.02,0.03,30.7213,47910.5,91.86, 31 Oct 2020, 15:15:00,0
HCEP03730292,10/31/2020 15:30,13.2578,7.946,8.01,0.76,1.149,0.02,0.03,30.6972,47882.5,91.81, 31 Oct 2020, 15:30:00,0
HCEP03730292,10/31/2020 15:45,13.1716,7.974,8.01,0.692,1.214,0.03,0.03,30.6306,47799.4,91.93, 31 Oct 2020, 15:45:00,0
HCEP03730292,10/31/2020 16:00,13.1054,7.937,8,0.601,1.223,0.02,0.03,30.5339,47671.4,91.32, 31 Oct 2020, 16:00:00,0
HCEP03730292,10/31/2020 16:15,13.1397,7.92,8,0.688,1.179,0.02,0.04,30.5601,47704.1,91.2, 31 Oct 2020, 16:15:00,0
HCEP03730292,10/31/2020 16:30,13.1882,7.948,8,0.687,1.102,0.02,0.03,30.6183,47780.1,91.65, 31 Oct 2020, 16:30:00,0
HCEP03730292,10/31/2020 16:45,13.1134,7.978,8,0.684,1.038,0.01,0.05,30.5044,47629,91.78, 31 Oct 2020, 16:45:00,0
HCEP03730292,10/31/2020 17:00,13.1216,7.998,8,0.647,1.018,0.03,0.03,30.4662,47574.4,92.01, 31 Oct 2020, 17:00:00,0
HCEP03730292,10/31/2020 17:15,13.1734,7.996,8,0.663,1.026,0.02,0.07,30.496,47610,92.1, 31 Oct 2020, 17:15:00,0
HCEP03730292,10/31/2020 17:30,13.2007,7.989,8,0.71,1.031,0.02,0.04,30.5019,47615.1,92.07, 31 Oct 2020, 17:30:00,0
HCEP03730292,10/31/2020 17:45,13.232,8,8,0.755,0.994,0.04,0.03,30.5207,47637.8,92.27, 31 Oct 2020, 17:45:00,0
HCEP03730292,10/31/2020 18:00,13.2737,8.003,8,0.714,1.045,0.02,0.04,30.5401,47660,92.4, 29 Oct 2020, 14:45:00,0
HCEP03730292,10/31/2020 18:15,13.305,8.006,8,0.694,0.964,0.03,0.04,30.5373,47652.4,92.49, 31 Oct 2020, 18:15:00,0
HCEP03730292,10/31/2020 18:30,13.298,7.991,8,0.678,0.997,0.04,0.04,30.52,47628.9,92.3, 31 Oct 2020, 18:30:00,0
HCEP03730292,10/31/2020 18:45,13.2848,7.993,8,0.797,0.975,0.04,0.08,30.4975,47598.9,92.28, 31 Oct 2020, 18:45:00,0
HCEP03730292,10/31/2020 19:00,13.2834,7.991,8,0.809,0.995,0.03,0.04,30.5216,47632.9,92.27, 31 Oct 2020, 19:00:00,0
HCEP03730292,10/31/2020 19:15,13.2874,8.005,8,0.905,0.958,0.04,0.02,30.527,47640,92.45, 31 Oct 2020, 19:15:00,0
HCEP03730292,10/31/2020 19:30,13.3875,7.987,8,0.697,0.976,0.05,0.03,30.5542,47666.4,92.44, 31 Oct 2020, 19:30:00,0
HCEP03730292,10/31/2020 19:45,13.3828,7.966,8,0.972,0.985,0.05,0.03,30.5505,47661.8,92.19, 31 Oct 2020, 19:45:00,0
HCEP03730292,10/31/2020 20:00,13.3468,7.976,8,1.115,1.038,0.07,0.04,30.5672,47689.4,92.25, 31 Oct 2020, 20:00:00,0
HCEP03730292,10/31/2020 20:15,13.3287,7.989,8,1.236,1.006,0.05,0.03,30.5814,47711.6,92.36, 31 Oct 2020, 20:15:00,0
HCEP03730292,10/31/2020 20:30,13.285,8.042,8.01,1.3,1.042,0.05,0.03,30.5894,47727.9,92.91, 31 Oct 2020, 20:30:00,0
HCEP03730292,10/31/2020 20:45,13.2673,8.067,8.01,1.453,0.981,0.03,0.02,30.5964,47739.9,93.17, 31 Oct 2020, 20:45:00,0
HCEP03730292,10/31/2020 21:00,13.2619,8.082,8.01,1.431,1.014,0.04,0.03,30.596,47739.9,93.32, 31 Oct 2020, 21:00:00,0
HCEP03730292,10/31/2020 21:15,13.2197,8.102,8.01,1.503,0.972,0.03,0.03,30.6035,47755.5,93.48, 31 Oct 2020, 21:15:00,0
HCEP03730292,10/31/2020 21:30,13.2088,8.102,8.02,1.428,1.008,0.04,0.02,30.6223,47783.3,93.47, 31 Oct 2020, 21:30:00,0
HCEP03730292,10/31/2020 21:45,13.1724,8.125,8.02,1.662,0.967,0.1,0.03,30.6112,47772,93.65, 31 Oct 2020, 21:45:00,0
HCEP03730292,10/31/2020 22:00,13.1439,8.113,8.02,1.622,1.035,0.06,0.02,30.6213,47789.6,93.47, 31 Oct 2020, 22:00:00,0
HCEP03730292,10/31/2020 22:15,13.2265,8.044,8.02,1.49,1.068,0.03,0.03,30.7032,47894.7,92.87, 29 Oct 2020, 15:15:00,0
HCEP03730292,10/31/2020 22:30,13.3267,7.967,8.01,1.419,1.172,0.14,0.04,30.7461,47943,92.21, 31 Oct 2020, 22:30:00,0
HCEP03730292,10/31/2020 22:45,13.3021,7.942,8.01,1.548,1.122,0.06,0.04,30.7297,47922.9,91.85, 31 Oct 2020, 22:45:00,0
HCEP03730292,10/31/2020 23:00,13.2668,7.954,8.01,1.437,1.127,0.07,0.02,30.7206,47914.2,91.93, 31 Oct 2020, 23:00:00,0
HCEP03730292,10/31/2020 23:15,13.266,7.962,8.01,1.48,1.15,0.05,0.05,30.7429,47945.7,92.03, 31 Oct 2020, 23:15:00,0
HCEP03730292,10/31/2020 23:30,13.3095,7.89,8.01,1.298,1.249,0.09,0.05,30.7624,47967.9,91.29, 31 Oct 2020, 23:30:00,0
HCEP03730292,10/31/2020 23:45,13.2747,7.852,8.01,1.418,1.276,0.09,0.07,30.7717,47985.1,90.79, 31 Oct 2020, 23:45:00,0
HCEP03730292,11/1/2020 0:00,13.313,7.835,8.01,1.354,1.313,0.08,0.05,30.786,48000.6,90.67, 01 Nov 2020, 00:00:00,0
HCEP03730292,11/1/2020 0:15,13.3115,7.831,8.01,1.393,1.317,0.09,0.09,30.7832,47996.8,90.62, 29 Oct 2020, 15:30:00,0
HCEP03730292,11/1/2020 0:30,13.3161,7.821,8.01,1.341,1.343,0.09,0.09,30.7865,48000.9,90.52, 01 Nov 2020, 00:30:00,0
HCEP03730292,11/1/2020 0:45,13.2851,7.827,8.01,1.376,1.267,0.08,0.1,30.7808,47996.5,90.52, 01 Nov 2020, 00:45:00,0
HCEP03730292,11/1/2020 1:00,13.2533,7.849,8.01,1.284,1.282,0.07,0.11,30.772,47988,90.71, 01 Nov 2020, 01:00:00,0
HCEP03730292,11/1/2020 1:15,13.2476,7.841,8.01,1.284,1.201,0.07,0.06,30.7745,47992.3,90.61, 01 Nov 2020, 01:15:00,0
HCEP03730292,11/1/2020 1:30,13.2892,7.833,8.01,1.228,1.215,0.09,0.03,30.7793,47993.9,90.6, 01 Nov 2020, 01:30:00,0
HCEP03730292,11/1/2020 1:45,13.2955,7.825,8.01,1.309,1.167,0.06,0.04,30.7734,47984.9,90.51, 01 Nov 2020, 01:45:00,0
HCEP03730292,11/1/2020 2:00,13.323,7.837,8.01,1.286,1.22,0.11,0.05,30.7787,47989.1,90.7, 01 Nov 2020, 02:00:00,0
HCEP03730292,11/1/2020 2:15,13.2943,7.851,8.01,1.349,1.159,0.08,0.06,30.7599,47966.2,90.82, 01 Nov 2020, 02:15:00,0
HCEP03730292,11/1/2020 2:30,13.1935,7.888,8.01,1.316,1.113,0.06,0.06,30.7251,47929.4,91.03, 01 Nov 2020, 02:30:00,0
HCEP03730292,11/1/2020 2:45,13.1523,7.95,8.01,1.388,1.006,0.05,0.03,30.6799,47870.9,91.64, 01 Nov 2020, 02:45:00,0
HCEP03730292,11/1/2020 3:00,13.1561,7.992,8.01,1.339,1.001,0.08,0.02,30.6606,47843.3,92.11, 01 Nov 2020, 03:00:00,0
HCEP03730292,11/1/2020 3:15,13.1096,8.014,8.01,1.334,0.942,0.07,0.02,30.6415,47822.2,92.28, 01 Nov 2020, 03:15:00,0
HCEP03730292,11/1/2020 3:30,13.0927,8.036,8.01,1.271,0.955,0.05,0.02,30.6313,47809.9,92.49, 01 Nov 2020, 03:30:00,0
HCEP03730292,11/1/2020 3:45,13.0545,8.062,8.02,1.351,0.926,0.05,0.04,30.6257,47806.6,92.71, 01 Nov 2020, 03:45:00,0
HCEP03730292,11/1/2020 4:00,13.0835,8.055,8.02,1.288,0.969,0.03,0.02,30.6463,47832,92.71, 01 Nov 2020, 04:00:00,0
HCEP03730292,11/1/2020 4:15,13.0658,8.056,8.02,1.317,0.941,0.03,0.02,30.6432,47829.9,92.68, 01 Nov 2020, 04:15:00,0
HCEP03730292,11/1/2020 4:30,13.0775,8.053,8.02,1.253,0.963,0.06,0.02,30.6426,47827.6,92.66, 01 Nov 2020, 04:30:00,0
HCEP03730292,11/1/2020 4:45,13.0974,8.031,8.01,1.282,0.954,0.03,0.04,30.6614,47851.6,92.45, 01 Nov 2020, 04:45:00,0
HCEP03730292,11/1/2020 5:00,13.112,7.948,8.01,1.024,0.964,0.05,0.03,30.6246,47798.1,91.51, 01 Nov 2020, 05:00:00,0
HCEP03730292,11/1/2020 5:15,13.1897,7.888,8.01,1.161,0.972,0.08,0.02,30.6647,47845,90.98, 01 Nov 2020, 05:15:00,0
HCEP03730292,11/1/2020 5:30,13.307,7.847,8.01,1.196,1.078,0.08,0.03,30.735,47929.7,90.77, 01 Nov 2020, 05:30:00,0
HCEP03730292,11/1/2020 5:45,13.2687,7.803,8,1.056,1.035,0.07,0.02,30.7363,47936.2,90.2, 01 Nov 2020, 05:45:00,0
HCEP03730292,11/1/2020 6:00,13.2756,7.733,8,1.007,1.05,0.09,0.03,30.7366,47935.7,89.4, 01 Nov 2020, 06:00:00,0
HCEP03730292,11/1/2020 6:15,13.2678,7.743,8,1.027,1.009,0.05,0.03,30.7268,47922.9,89.49, 01 Nov 2020, 06:15:00,0
HCEP03730292,11/1/2020 6:30,13.282,7.755,8,0.974,1.029,0.04,0.03,30.7468,47949.3,89.67, 01 Nov 2020, 06:30:00,0
HCEP03730292,11/1/2020 6:45,13.3067,7.766,8,1.054,0.979,0.04,0.03,30.7783,47990.5,89.85, 01 Nov 2020, 06:45:00,0
HCEP03730292,11/1/2020 7:00,13.275,7.781,8,1.016,1.014,0.07,0.03,30.7758,47990.7,89.97, 29 Oct 2020, 16:15:00,0
HCEP03730292,11/1/2020 7:15,13.3399,7.796,8.01,1.114,0.956,0.06,0.03,30.8239,48050.5,90.28, 01 Nov 2020, 07:15:00,0
HCEP03730292,11/1/2020 7:30,13.3123,7.898,8.02,1.1,1.01,0.07,0.06,30.8144,48040.5,91.43, 01 Nov 2020, 07:30:00,0
HCEP03730292,11/1/2020 7:45,13.2795,7.907,8.02,1.135,0.96,0.06,0.03,30.7914,48012.1,91.45, 01 Nov 2020, 07:45:00,0
HCEP03730292,11/1/2020 8:00,13.2294,7.921,8.02,1.073,0.991,0.04,0.03,30.7808,48003.2,91.51, 01 Nov 2020, 08:00:00,0
HCEP03730292,11/1/2020 8:15,13.2187,7.947,8.02,1.225,0.95,0.05,0.02,30.7725,47992.9,91.79, 01 Nov 2020, 08:15:00,0
HCEP03730292,11/1/2020 8:30,13.1369,7.964,8.02,1.104,0.991,0.05,0.09,30.7362,47951.8,91.81, 01 Nov 2020, 08:30:00,0
HCEP03730292,11/1/2020 8:45,13.1271,7.969,8.01,1.23,0.948,0.06,0.04,30.7235,47935.2,91.84, 01 Nov 2020, 08:45:00,0
HCEP03730292,11/1/2020 9:00,13.0369,7.981,8.01,1.138,0.96,0.06,0.03,30.7027,47917,91.8, 01 Nov 2020, 09:00:00,0
HCEP03730292,11/1/2020 9:15,13.001,8.003,8.01,1.2,0.923,0.06,0.02,30.6946,47910.1,91.97, 01 Nov 2020, 09:15:00,0
